"","BookId","Title","Genre"
"228",2761171,"Company of Liars","Historical"
"229",15745753,"Eleanor & Park","Young Adult"
"230",331256,"Roadside Picnic","Science Fiction"
"231",10357575,"1Q84","Fiction"
"232",10836728,"The Rook (The Checquy Files, #1)","Fantasy"
"233",11487807,"Throne of the Crescent Moon (The Crescent Moon Kingdoms, #1)","Fantasy"
"234",2412562,"The Alchemy of Stone","Science Fiction"
"235",9736930,"Before I Go to Sleep","Fiction"
"236",13033939,"vN (The Machine Dynasty, #1)","Science Fiction"
"237",10552338,"Reamde","Fiction"
"238",9969571,"Ready Player One","Science Fiction"
"239",13526165,"Where'd You Go, Bernadette","Fiction"
"240",2890090,"The Republic of Thieves (Gentleman Bastard, #3)","Fantasy"
"241",16156292,"Blood of Tyrants (Temeraire, #8)","Fantasy"
"242",4965,"Year of Wonders","Historical"
"243",57854,"Tao Te Ching","Classics"
"244",1845,"Into the Wild","Nonfiction"
"245",6288,"The Road","Science Fiction"
"246",7005509,"The Map of True Places","Fiction"
"247",28676,"American Psycho","Fiction"
"248",887877,"Red Seas Under Red Skies (Gentleman Bastard, #2)","Fantasy"
"249",40223,"Kushiel's Avatar (Phèdre's Trilogy #3)","Fantasy"
"250",3754026,"Beyond the Shadows (Night Angel, #3)","Fantasy"
"251",3754016,"Shadow's Edge (Night Angel, #2)","Fantasy"
"252",62485,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)","Dungeons and Dragons"
"253",18116,"His Dark Materials (His Dark Materials #1-3)","Young Adult"
"254",11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","Childrens"
"255",862041,"Harry Potter Boxset (Harry Potter, #1-7)","Fiction"
"256",30,"J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings","Fiction"
"257",263111,"Dorsai! (Childe Cycle, #1)","Science Fiction"
"258",127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)","Fantasy"
"259",47624,"Lirael (Abhorsen, #2)","Fantasy"
"260",334643,"Abhorsen (Abhorsen, #3)","Fantasy"
"261",671560,"The Bone Doll's Twin (The Tamír Triad, #1)","Fantasy"
"262",228665,"The Eye of the World (Wheel of Time, #1)","Fantasy"
"263",420496,"A Knight of the Word (Word & Void, #2)","Fantasy"
"264",15558,"Angel Fire East (Word & Void, #3)","Fantasy"
"265",187124,"Running with the Demon (Word & Void, #1)","Fantasy"
"266",202039,"King's Dragon (Crown of Stars, #1)","Fantasy"
"267",19668,"Without Remorse (Jack Ryan Universe, #1)","Fiction"
"268",382549,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)","Fiction"
"269",5720,"Rainbow Six (Jack Ryan Universe, #10)","Fiction"
"270",318525,"Red Storm Rising","Fiction"
"271",19691,"The Hunt for Red October (Jack Ryan Universe, #4)","Fiction"
"272",922617,"The Trust: The Private and Powerful Family Behind the New York Times","Writing"
"273",10692,"The Historian","Fiction"
"274",12232938,"The Lovely Bones","Fiction"
"275",7061,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)","Mystery"
"276",6148028,"Catching Fire (The Hunger Games, #2)","Young Adult"
"277",6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)","Fiction"
"278",5060378,"The Girl Who Played with Fire (Millennium, #2)","Fiction"
"279",2429135,"The Girl with the Dragon Tattoo (Millennium, #1)","Fiction"
"280",514313,"Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions","Nonfiction"
"281",76688,"Robots and Empire (Robot #4)","Science Fiction"
"282",41810,"The Robots of Dawn (Robot #3)","Science Fiction"
"283",30016,"The Naked Sun (Robot #2)","Science Fiction"
"284",76679,"Forward the Foundation (Foundation: Prequel #2)","Science Fiction"
"285",30013,"Prelude to Foundation","Science Fiction"
"286",29582,"Foundation and Earth (Foundation #5)","Science Fiction"
"287",76683,"Foundation's Edge (Foundation #4)","Science Fiction"
"288",41811,"The Caves of Steel (Robot #1)","Science Fiction"
"289",29580,"Second Foundation (Foundation #3)","Science Fiction"
"290",29581,"Foundation and Empire (Foundation #2)","Science Fiction"
"291",41804,"I, Robot (Robot #0.1)","Science Fiction"
"292",763594,"The Gemini Contenders","Fiction"
"293",99894,"The Boys from Brazil","Fiction"
"294",357,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)","Fiction"
"295",13,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1-5)","Science Fiction"
"296",17245,"Dracula","Classics"
"297",1825589,"Tengu","Horror"
"298",293101,"The Amityville Horror","Horror"
"299",77206,"Eight Skilled Gentlemen (The Chronicles of Master Li and Number Ten Ox, #3)","Fantasy"
"300",77207,"The Story of the Stone (The Chronicles of Master Li and Number Ten Ox, #2)","Fantasy"
"301",3664585,"Annals of the Time Patrol","Science Fiction"
"302",261499,"Time Patrol (Time Patrol #1-4 + 6 omnibus)","Science Fiction"
"303",95230,"The Colony of Unrequited Dreams","Fiction"
"304",315340,"The Tenderness of Wolves","Fiction"
"305",19063,"The Book Thief","Historical"
"306",9850443,"The Sisters Brothers","Fiction"
"307",22628,"The Perks of Being a Wallflower","Fiction"
"308",8442457,"Gone Girl","Mystery"
"309",1375179,"The Quiet War (The Quiet War #1)","Science Fiction"
"310",8855321,"Leviathan Wakes (The Expanse, #1)","Science Fiction"
"311",518848,"Sabriel (Abhorsen,  #1)","Young Adult"
"312",5470,"1984","Fiction"
"313",3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Fantasy"
"314",7624,"Lord of the Flies","Classics"
"315",5907,"The Hobbit","Fantasy"
"316",960,"Angels & Demons  (Robert Langdon, #1)","Fiction"
"317",34,"The Fellowship of the Ring (The Lord of the Rings, #1)","Fantasy"
"318",100915,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)","Fantasy"
"319",1381,"The Odyssey","Classics"
"320",15177,"Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1)","Fantasy"
"321",11870085,"The Fault in Our Stars","Young Adult"
"322",42156,"Something Borrowed (Darcy & Rachel, #1)","Womens Fiction"
"323",10882,"Hell's Angels: A Strange and Terrible Saga","Nonfiction"
"324",6437061,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)","Fantasy"
"325",4395,"The Grapes of Wrath","Classics"
"326",4406,"East of Eden","Classics"
"327",53764,"The Great Dune Trilogy","Science Fiction"
"328",944076,"Last Argument of Kings (The First Law #3)","Fantasy"
"329",902715,"Before They Are Hanged (The First Law #2)","Fantasy"
"330",68428,"The Final Empire (Mistborn, #1)","Fantasy"
"331",68429,"The Well of Ascension (Mistborn, #2)","Fantasy"
"332",2767793,"The Hero of Ages (Mistborn, #3)","Fantasy"
"333",7332,"The Silmarillion (Middle-Earth Universe)","Fiction"
"334",2248573,"Brisingr (The Inheritance Cycle, #3)","Fantasy"
"335",7664041,"Inheritance (The Inheritance Cycle, #4)","Fantasy"
"336",45978,"Eldest (The Inheritance Cycle, #2)","Young Adult"
"337",113436,"Eragon (The Inheritance Cycle, #1)","Fantasy"
"338",10847,"Under the Banner of Heaven: A Story of Violent Faith","Nonfiction"
"339",1898,"Into Thin Air: A Personal Account of the Mount Everest Disaster","Nonfiction"
"340",13588432,"The Generals: American Military Command from World War II to Today","History"
"341",33356,"Jennifer Government","Fiction"
"342",38401,"Company (Vintage Contemporaries)","Fiction"
"343",13019714,"Last Watch, the Day Watch, the Twilight Watch, the Night Watch","Fantasy"
"344",41315,"Syrup","Fiction"
"345",13414492,"Flour Water Salt Yeast: The Fundamentals of Artisan Bread and Pizza","Food and Drink"
"346",6080337,"The Year of the Flood  (MaddAddam, #2)","Fiction"
"347",38447,"The Handmaid's Tale","Fiction"
"348",10079321,"The Magician King (The Magicians, #2)","Fantasy"
"349",6101718,"The Magicians (The Magicians #1)","Fantasy"
"350",101343,"Hershey: Milton S. Hershey's Extraordinary Life of Wealth, Empire, and Utopian Dreams","Biography"
"351",68210,"Gilead (Gilead, #1)","Fiction"
"352",77142,"Snow Falling on Cedars","Fiction"
"353",930,"Memoirs of a Geisha","Fiction"
"354",6881685,"Bitter Seeds (The Milkweed Triptych, #1)","Fantasy"
"355",23754,"Preludes & Nocturnes (The Sandman #1)","Sequential Art"
"356",16793,"Stardust","Fantasy"
"357",4407,"American Gods (American Gods, #1)","Fantasy"
"358",267022,"The Risen Empire (Succession, #1)","Science Fiction"
"359",119322,"The Golden Compass (His Dark Materials, #1)","Fantasy"
"360",8088,"Sunshine","Paranormal"
"361",407813,"The Blue Sword (Damar, #1)","Fantasy"
"362",1052659,"Stone Garden","Fiction"
"363",2136,"Specimen Days","Fiction"
"364",5139,"The Devil Wears Prada (The Devil Wears Prada, #1)","Womens Fiction"
"365",9844,"Prep","Fiction"
"366",219205,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)","Fantasy"
"367",13497991,"The Hydrogen Sonata (Culture #10)","Science Fiction"
"368",12017,"Inversions (Culture, #6)","Fiction"
"369",12013,"Excession (Culture, #5)","Science Fiction"
"370",7937744,"Surface Detail (Culture #9)","Science Fiction"
"371",6436659,"Transition","Science Fiction"
"372",10996342,"The Art of Fielding","Fiction"
"373",7886338,"The Lifecycle of Software Objects","Science Fiction"
"374",1137215,"Boneshaker (The Clockwork Century, #1)","Science Fiction"
"375",295803,"The Face in the Frost","Fantasy"
"376",60211,"The Shadow of the Torturer (The Book of the New Sun #1)","Fantasy"
"377",2723,"The Years of Rice and Salt","Fiction"
"378",160149,"The Call of Cthulhu and Other Weird Stories","Gothic"
"379",13055592,"Redshirts","Science Fiction"
"380",270490,"In the Garden of Iden (The Company, #1)","Science Fiction"
"381",155421,"Something from the Nightside (Nightside, #1)","Fantasy"
"382",944073,"The Blade Itself (The First Law #1)","Fantasy"
"383",7171856,"The Puppet Masters","Science Fiction"
"384",20417,"Have Space Suit—Will Travel","Science Fiction"
"385",17208,"Friday","Science Fiction"
"386",7081,"The Android's Dream","Science Fiction"
"387",88071,"The Last Colony (Old Man's War #3)","Science Fiction"
"388",239399,"The Ghost Brigades (Old Man's War, #2)","Science Fiction"
"389",5997978,"Julian Comstock: A Story of 22nd-Century America","Science Fiction"
"390",6597651,"The Windup Girl","Science Fiction"
"391",206662,"Air","Science Fiction"
"392",6993091,"The Dervish House","Science Fiction"
"393",8198773,"The Half-Made World (The Half-Made World, #1)","Fantasy"
"394",30281,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)","Fantasy"
"395",6881498,"Secrets of the Fire Sea (Jackelian, #4)","Science Fiction"
"396",5886162,"The Rise of the Iron Moon (Jackelian, #3)","Science Fiction"
"397",2971026,"The Kingdom Beyond the Waves (Jackelian, #2)","Adventure"
"398",837197,"The Court of the Air (Jackelian, #1)","Science Fiction"
"399",970602,"The Night Land","Horror"
"400",7038489,"Tongues of Serpents (Temeraire, #6)","Fantasy"
"401",891593,"Victory of Eagles (Temeraire, #5)","Fantasy"
"402",129510,"Empire of Ivory (Temeraire, #4)","Fantasy"
"403",91989,"Black Powder War (Temeraire, #3)","Fantasy"
"404",14069,"Throne of Jade (Temeraire, #2)","Fantasy"
"405",28876,"His Majesty's Dragon (Temeraire, #1)","Fantasy"
"406",190554,"Declare","Fantasy"
"407",7562764,"The Quantum Thief (Jean le Flambeur, #1)","Science Fiction"
"408",1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)","Fantasy"
"409",186074,"The Name of the Wind (The Kingkiller Chronicle, #1)","Fantasy"
"410",47212,"Storm Front (The Dresden Files, #1)","Fantasy"
"411",14201,"Jonathan Strange & Mr Norrell","Fantasy"
"412",6582496,"Finch (Ambergris, #3)","Fantasy"
"413",7519231,"All Clear (All Clear, #2)","Science Fiction"
"414",6506307,"Blackout (All Clear, #1)","Science Fiction"
"415",3227063,"The Way of Shadows (Night Angel, #1)","Fantasy"
"416",99219,"The Butlerian Jihad (Legends of Dune, #1)","Science Fiction"
"417",61179,"Ringworld (Ringworld, #1)","Science Fiction"
"418",910863,"Spin (Spin, #1)","Science Fiction"
"419",102327,"Armor","Science Fiction"
"420",9265453,"Embassytown","Science Fiction"
"421",68498,"King Rat","Fiction"
"422",68495,"Iron Council (New Crobuzon, #3)","Fantasy"
"423",4703581,"The City & the City","Fantasy"
"424",68497,"The Scar (Bas-Lag, #2)","Fantasy"
"425",68494,"Perdido Street Station (Bas-Lag, #1)","Fantasy"
"426",7236997,"The Native Star (Veneficas Americana, #1)","Fantasy"
"427",587638,"Gentlemen of the Road","Fiction"
"428",16703,"The Yiddish Policemen's Union","Fiction"
"429",3985,"The Amazing Adventures of Kavalier & Clay","Fiction"
"430",12016,"Look to Windward (Culture, #7)","Science Fiction"
"431",886066,"Matter (Culture, #8)","Science Fiction"
"432",18630,"The Player of Games (Culture, #2)","Science Fiction"
"433",12007,"Use of Weapons (Culture, #3)","Science Fiction"
"434",12009,"The Algebraist","Science Fiction"
"435",10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)","Fantasy"
"436",13497,"A Feast for Crows (A Song of Ice and Fire, #4)","Fantasy"
"437",62291,"A Storm of Swords (A Song of Ice and Fire, #3)","Fantasy"
"438",10572,"A Clash of Kings  (A Song of Ice and Fire, #2)","Fantasy"
"439",13496,"A Game of Thrones (A Song of Ice and Fire, #1)","Fiction"
"440",153008,"Kushiel's Dart (Phèdre's Trilogy, #1)","Fantasy"
"441",8935689,"Consider Phlebas (Culture, #1)","Science Fiction"
"442",46756,"Oryx and Crake (MaddAddam, #1)","Fiction"
"443",51964,"Old Man's War (Old Man's War, #1)","Science Fiction"
"444",21611,"The Forever War (The Forever War, #1)","Science Fiction"
"445",827,"The Diamond Age: or, A Young Lady's Illustrated Primer","Science Fiction"
"446",18373,"Flowers for Algernon","Fiction"
"447",9532,"Ender's Shadow (Ender's Shadow, #1)","Science Fiction"
"448",414999,"Childhood's End","Science Fiction"
"449",17214,"Starship Troopers","Science Fiction"
"450",7677,"Jurassic Park (Jurassic Park, #1)","Science Fiction"
"451",2767052,"The Hunger Games (The Hunger Games, #1)","Young Adult"
"452",7967,"Speaker for the Dead (Ender's Saga, #2)","Science Fiction"
"453",76778,"The Martian Chronicles","Science Fiction"
"454",830,"Snow Crash","Science Fiction"
"455",22328,"Neuromancer","Fiction"
"456",29579,"Foundation (Foundation #1)","Science Fiction"
"457",350,"Stranger in a Strange Land","Science Fiction"
"458",18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)","Fantasy"
"459",4381,"Fahrenheit 451","Classics"
"460",11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)","Science Fiction"
"461",234225,"Dune (Dune #1)","Science Fiction"
"462",375802,"Ender's Game (Ender's Saga, #1)","Science Fiction"
"463",5107,"The Catcher in the Rye","Classics"
"464",4981,"Slaughterhouse-Five","Classics"
"465",890,"Of Mice and Men","Classics"
"466",7613,"Animal Farm","Classics"
"467",2657,"To Kill a Mockingbird","Classics"
